,deck,word,meaning,example
24,Advanced V,reprisal,noun: a retaliatory action against an enemy in wartime,"The Old Testament doctrine of ""an eye for an eye"" would seem to justify an immediate physical reprisal for any injury, but that interpretation neglects the many passages that value mercy and loving-kindness over revenge."
25,Advanced V,exemplar,noun: something to be imitated,"Lena's homework is on the wall because it is an exemplar of clean, neat, and thoughtful work."
26,Advanced V,anachronism,noun: something that is inappropriate for the given time period (usually something old).,"Dressed in 15th century clothing each day, Edward was a walking anachronism."
27,Advanced V,inanity,noun: total lack of meaning or ideas,"Bill's poem was nothing more than a list of impressive sounding words, so there was no point in trying to take meaning from the inanity."
28,Advanced V,antic,adjective: ludicrously odd,"The clown's antic act was too extreme for the youngest children, who left the room in tears."
29,Advanced V,gambit,"noun: a maneuver or risk in a game or conversation, designed to secure an advantage","Randy played a gambit, telling his boss that he would leave at the end of the week if he didn't get a raise."
30,Advanced V,chagrin,noun: strong feelings of embarrassment,"Much to the timid writer's chagrin, the audience chanted his name until he came back on the stage."
31,Advanced V,unprepossessing,adjective: creating an unfavorable or neutral first impression,"World leaders coming to meet Gandhi would expect a towering sage, and often would be surprised by the unprepossessing little man dressed only in a loincloth and shawl."
32,Advanced V,epigram,noun: a witty saying,"My favorite epigram from Mark Twain is ""A man who carries a cat by the tail learns something he can learn no other way."""
33,Advanced V,percipient,adjective: highly perceptive,Even the most percipient editor will make an occasional error when proofreading.
34,Advanced V,arrogate,verb: seize and control without authority,"Arriving at the small town, the outlaw arrogated the privileges of a lord, asking the frightened citizens to provide food, drink, and entertainment."
35,Advanced V,untrammeled,adjective: not confined or limited,The whole notion of living untrammeled inspired the American Revolution and was enshrined in the Declaration of Independence and the Constitution.
36,Advanced V,chimera,noun: something desired or wished for but is only an illusion and impossible to achieve,Many believe that a world free of war is a chimera—a dream that ignores humanity's violent tendencies.
37,Advanced V,disingenuous,adjective: not straightforward; giving a false appearance of frankness,"Many adults think that they can lie to children, but kids are smart and know when people are disingenuous."
38,Advanced V,philistine,adjective: smug and ignorant towards artistic and cultural values,"Jane considered Al completely philistine, because he talked almost exclusively about video games; she was entirely unaware of how well read he really was."
39,Advanced V,apothegm,"noun: a short, pithy instructive saying","Winston Churchill is famous for many apothegms, but this might be his most famous: ""It has been said that democracy is the worst form of government except all the others that have been tried."""
40,Advanced V,nettlesome,adjective: causing irritation or annoyance,"Maria found her coworker's cell phone nettlesome, because every few minutes it would buzz to life with another text message."
41,Advanced V,solicitude,noun: a feeling of excessive concern,"I walked to his house in the rain to make sure he had enough to eat while he was sick, but he seemed not to appreciate my solicitude."
42,Advanced V,bristle,verb: react in an offended or angry manner,"As we discussed the painting, I noticed the artist's wife bristling at our criticisms, ready to defend her husband's work."
43,Advanced V,embryonic,adjective: in an early stage of development,"The Board of Directors is hoping to launch a new product soon, but planning for the Z7 is in an embryonic stage."
44,Advanced V,phlegmatic,adjective: showing little emotion,"Arnold is truly noble, remaining reserved until an issue of significance arises, but Walter is simply phlegmatic: he doesn't have the energy or inclination to care about anything."
45,Advanced V,inchoate,adjective: only partly in existence; imperfectly formed,Inchoate ideas about the relation of humans to other animals had been discussed since the Middle Ages but the modern theory really began with Darwin.
46,Advanced V,browbeat,verb: be bossy towards; discourage or frighten with threats or a domineering manner,"During the interrogation, the suspect was browbeaten into signing a false confession."
47,Advanced V,pith,noun: the most essential part of something,"When Cynthia hears a speaker presenting a complex argument, she is always able to discard the irrelevant details and extract the pith of what the speaker is trying to convey."
48,Advanced V,unstinting,adjective: very generous,"Helen is unstinting with her time, often spending hours at the house of a sick friend."
49,Advanced V,rapprochement,noun: the reestablishing of cordial relations,"Although Ann hoped that her mother and her aunt would have a rapprochement, each one's bitter accusations against the other made any reconciliation unlikely."
