,deck,word,meaning,example
17,Common Words IV,tortuous,adjective: marked by repeated turns and bends; not straightforward,"Because the logic behind McMahon's side of the debate was so tortuous, his audience came out either completely confused or, worse, feeling they'd been tricked."
18,Common Words IV,largess,noun: extreme generosity and giving,"Uncle Frank was known for his largess, so his nephew was sad when he did not receive a present for his birthday."
19,Common Words IV,blatant,adjective: without any attempt at concealment; completely obvious,Allen was often punished in school for blatantly disrespecting teachers.
20,Common Words IV,exonerate,verb: pronounce not guilty of criminal charges,"The document clearly indicated that Nick was out of the state at the time of the crime, and so served to exonerate him of any charges."
21,Common Words IV,admonitory,adjective: serving to warn; expressing reproof or reproach especially as a corrective,"At the assembly, the high school vice-principal gave the students an admonitory speech, warning them of the many risks and dangers of prom night."
22,Common Words IV,ingratiate,verb: gain favor with somebody by deliberate efforts,"Even though Tom didn't like his new boss, he decided to ingratiate himself to her in order to advance his career."
23,Common Words IV,ignoble,adjective: dishonorable,"In 1919, the World Series was rigged--an ignoble act which baseball took decades to recover from."
24,Common Words IV,abstruse,adjective: difficult to understand; incomprehensible,Physics textbooks can seem so abstruse to the uninitiated that readers feel as though they are looking at hieroglyphics.
25,Common Words IV,unscrupulous,adjective: without scruples or principles,"In the courtroom, the lawyer was unscrupulous, using every manner of deceit and manipulation to secure a victory for himself."
26,Common Words IV,indifference,noun: the trait of seeming not to care,"In an effort to fight indifference, the president of the college introduced a new, stricter grading system."
27,Common Words IV,myopic,adjective: lacking foresight or imagination,The company ultimately went out of business because the myopic managers couldn't predict the changes in their industry.
28,Common Words IV,laudable,adjective: worthy of high praise,To say that Gandhi's actions were laudable is the greatest understatement; he overthrew an empire without violence.
29,Common Words IV,apocryphal,adjective: being of questionable authenticity,The web is notorious for sandwiching apocryphal stories between actual news.
30,Common Words IV,denigrate,verb: charge falsely or with malicious intent; attack the good name and reputation of someone,"Count Rumford denigrated the new theory of heat, demonstrating that it was wholly inadequate to explain the observations."
31,Common Words IV,pragmatic,adjective: guided by practical experience and observation rather than theory,"Rather than make a philosophical appeal to the Congressmen, the Speaker decided to take a far more pragmatic approach, making small side-deals that would add votes to his bill."
32,Common Words IV,adamant,adjective: refusing to change one's mind,"Civil rights icon Rosa Parks will forever be remembered for adamantly refusing to give up her seat on a public bus--even after the bus driver insisted, she remained rooted in place."
33,Common Words IV,refute,verb: prove to be false or incorrect,"No one could refute his theories or propositions, and that is why he was esteemed by all his colleagues in the philosophy department."
34,Common Words IV,decorum,noun: propriety in manners and conduct,"""You will obey the rules of decorum for this courtroom or spend the night in a jail cell,"" said the judge to the prosecutor."
35,Common Words IV,implacable,adjective: incapable of making less angry or hostile,"Win or lose, the coach was always implacable, never giving the athletes an easy practice or a break."
36,Common Words IV,aberrant,adjective: markedly different from an accepted norm,"When the financial director started screaming and throwing food at his co-workers, the police had to come in to deal with his aberrant behavior."
37,Common Words IV,provincial,adjective: characteristic of a limited perspective; not fashionable or sophisticated,"Maggie's enthusiasm about her high school teams seemed provincial to her college classmates, all of whom were following a nationally ranked college team."
38,Common Words IV,copious,adjective: in abundant supply,"In midsummer, there are copious popsicle stands at the beach; in the winter, there are none."
39,Common Words IV,eradicate,verb: to completely destroy,"I tried eradicating the mosquitos in my apartment with a rolled up newspaper, but there were too many of them."
40,Common Words IV,espouse,verb: to adopt or support an idea or cause,"As a college student, Charlie espoused Marxism, growing his beard out and railing against the evils of the free-market."
41,Common Words IV,discrete,adjective: constituting a separate entity or part,"What was once known as Czechoslovakia has since split into two discrete, independent nations."
42,Common Words IV,opaque,adjective: not clearly understood or expressed,"The meaning of the professor's new research was opaque to most people, so no one asked any questions."
43,Common Words IV,reconcile,verb: make (one thing) compatible with (another),Peggy was unable to reconcile her kind friend Jane with the cruel and merciless character Jane played on television.
44,Common Words IV,expound,verb: add details or explanation; clarify the meaning; state in depth,"The CEO refused to expound on the decision to merge our department with another one, and so I quit."
45,Common Words IV,Magoosh Practice Exams,noun: Determine how you'd do on an actual GRE exam by taking a practice exam. Learn more at http://gre.magoosh.com,Magoosh practice exams enabled Margarette to get a sense of what taking the GRE on test-day would be like.
46,Common Words IV,forthcoming,adjective: available when required or as promised,"The President announced that the senators were about to reach a compromise, and that he was eager to read the forthcoming details of the bill."
47,Common Words IV,intransigent,adjective: unwilling to change one's beliefs or course of action,"Despite many calls for mercy, the judge remained intransigent, citing strict legal precedence."
48,Common Words IV,petulant,adjective: easily irritated or annoyed,"Although the three year old was often described as mature for his age, he was petulant and whiny whenever his father forgot to remove the crust from his sandwiches."
49,Common Words IV,confound,verb: to cause confusion,"Though Harry loved numbers, calculus confounded him."
50,Common Words IV,construe,verb: interpreted in a particular way,The author's inability to take a side on the issue was construed by both his opponents and supporters as a sign of weakness.
